"","vidid","adview","views","likes","dislikes","comment","category","time_in_sec","no_days_old"
"494","VID_14687",18,"1468281","1953","885","F","D",1003,602
"495","VID_20541",2,"900469","1324","96","95","G",220,2514
"496","VID_14506",1,"7755","29","22","16","D",331,2042
"497","VID_2249",5,"8069","23","2","1","C",139,2004
"498","VID_6071",1,"3509","0","0","0","D",103,1655
"499","VID_6104",1,"325065","617","80","28","D",980,757
"500","VID_6742",1,"32205","20","4","4","D",81,1887
"501","VID_16985",1,"260949","510","137","22","E",199,1368
"502","VID_4739",11,"295599","1054","36","90","D",703,1451
"503","VID_8499",11,"4354","10","0","1","D",619,528
"504","VID_23107",2,"731282","2630","328","149","H",380,352
"505","VID_19276",1,"35832","67","10","1","G",1466,601
"506","VID_23207",2,"690121","720","128","21","H",95,557
"507","VID_5702",9,"846929","649","310","56","D",2233,1599
"508","VID_3660",1,"705638","1541","166","127","D",606,659
"509","VID_11074",1,"845320","4396","219","202","D",110,1754
"510","VID_14511",2,"2899","17","0","1","D",361,1758
"511","VID_18258",3,"165294","1057","114","210","F",443,972
"512","VID_20035",3,"70830","165","7","6","G",304,1450
"513","VID_2826",2,"22353","23","9","1","C",2925,1482
"514","VID_23372",1,"589852","709","77","108","H",635,596
"515","VID_3907",5,"498909","1404","102","50","D",388,2423
"516","VID_15612",5,"1418331","4156","265","216","E",619,550
"517","VID_20450",19,"1224550","600","195","56","G",238,940
"518","VID_20548",1,"715951","2947","106","123","G",196,1707
"519","VID_8569",1,"4746","12","3","0","D",611,382
"520","VID_11016",35,"6918395","39430","1743","3940","D",219,582
"521","VID_21481",1,"43500","407","24","93","G",259,1845
"522","VID_10291",1,"13134","32","0","1","D",310,639
"523","VID_5726",1,"186889","375","14","10","D",171,1384
"524","VID_10749",1,"320","1","0","0","D",31,2066
"525","VID_13013",3,"110823","349","50","18","D",30,1447
"526","VID_1830",3,"7200","135","11","39","B",291,1607
"527","VID_9318",1,"51534","66","8","5","D",8883,770
"528","VID_6586",6,"688600","2492","579","1781","D",676,752
"529","VID_1497",1,"7520","463","4","38","B",107,1220
"530","VID_434",5682,"9029","27","2","0","A",102,1118
"531","VID_8645",1,"223","1","0","0","D",87,555
"532","VID_22155",1,"163066","828","111","57","G",3688,997
"533","VID_14265",5,"274","8","0","4","D",660,526
"534","VID_9913",32248,"38580","52","8","1","D",126,919
"535","VID_10583",8,"1764825","10506","336","1145","D",2285,730
"536","VID_4572",1,"98702","260","14","23","D",624,575
"537","VID_2879",3,"74087","562","35","31","C",441,971
"538","VID_2370",1,"28484","41","21","32","C",610,3088
"539","VID_7540",1,"191275","373","19","4","D",94,1038
"540","VID_8385",3,"307992","246","54","19","D",8878,926
"541","VID_12875",1622,"973378","1228","351","135","D",170,829
"542","VID_18473",1,"2828832","43270","3379","3158","F",393,1687
"543","VID_19963",2,"196595","504","34","13","G",386,1128
"544","VID_18662",33,"1322913","11917","423","1536","F",275,508
"545","VID_1588",27,"238667","4669","83","3185","B",303,458
"546","VID_6140",40,"1356695","2299","275","106","D",631,2084
"547","VID_2726",1,"155267","4882","30","345","C",384,565
"548","VID_12459",1,"145761","468","134","464","D",439,2075
"549","VID_6068",1,"698","14","0","0","D",1801,442
"550","VID_961",1,"109851","746","69","587","B",440,574
"551","VID_16597",1,"109244","1202","21","221","E",984,549
"552","VID_5993",1,"208880","681","23","16","D",574,1331
"553","VID_9925",1,"51207","22","2","9","D",270,3435
"554","VID_23224",1,"11866","43","3","5","H",953,913
"555","VID_17512",3,"766532","2598","345","152","E",137,625
"556","VID_15160",1,"1734324","4639","362","230","E",431,1396
"557","VID_12782",1,"194432","8829","96","655","D",172,558
"558","VID_7964",1,"154563","941","29","37","D",71,751
"559","VID_14745",1,"594050","3945","454","2885","D",653,425
"560","VID_6091",9,"217427","230","78","28","D",1679,1611
"561","VID_2594",6,"3939971","10556","1053","1194","C",164,909
"562","VID_5320",6,"382394","128","112","5","D",176,1766
"563","VID_17974",1,"523776","5714","520","1873","F",304,596
"564","VID_18422",3,"7886","140","2","23","F",385,1884
"565","VID_3751",6,"2296789","928","567","33","D",127,1267
"566","VID_3950",2,"28872","70","4","9","D",2487,1825
"567","VID_2327",1,"55247","348","11","9","C",808,1003
"568","VID_18585",1,"18066","261","4","28","F",537,1453
"569","VID_2681",1,"1113120","4142","368","441","C",99,767
"570","VID_17376",38,"118439","858","38","59","E",158,609
"571","VID_4030",1,"984243","1184","205","57","D",624,410
"572","VID_18776",11,"35003","293","17","23","F",227,1105
"573","VID_12273",1,"897135","4835","473","689","D",195,1342
"574","VID_6849",1,"62560","8295","54","4917","D",220,581
"575","VID_11511",1,"3908","21","0","5","D",201,1269
"576","VID_416",2,"87301","721","23","173","A",446,1682
"577","VID_19784",7,"83361","145","34","15","G",10583,1825
"578","VID_1421",4336,"356617","4799","78","886","B",241,655
"579","VID_21770",3,"448323","1796","107","116","G",371,1708
"580","VID_21276",2,"471104","3233","69","174","G",156,656
"581","VID_9127",1,"2276106","F","F","2","D",89,1047
"582","VID_23344",1,"129112","477","21","15","H",51,869
"583","VID_17121",1,"31034","624","7","201","E",460,1728
"584","VID_285",1,"37658","15","3","3","A",185,2892
"585","VID_2788",1,"486310","1581","106","203","C",543,1584
"586","VID_23469",10,"2234219","5156","661","1463","H",149,878
"587","VID_9724",11169,"17645","57","6","3","D",812,1087
"588","VID_12939",524,"1589","2","5","5","D",133,492
"589","VID_6730",915,"3266806","1279","718","170","D",101,1894
"590","VID_19620",1,"521502","1396","173","37","G",1270,1008
"591","VID_13021",324,"222781","522","32","24","D",77,1437
"592","VID_2020",1,"101835","658","10","34","B",77,1713
"593","VID_3266",2,"170319","137","53","21","D",2566,1593
"594","VID_4309",1,"466","3","0","0","D",167,774
"595","VID_15654",1,"117138","113","28","6","E",7650,1332
"596","VID_2179",1,"193686","1020","22","13","C",109,875
"597","VID_12032",12,"99232","1126","26","178","D",211,848
"598","VID_11381",2,"121255","69","39","F","D",1849,627
"599","VID_10777",1,"1046","3","1","0","D",761,2040
"600","VID_9205",1,"49694","76","22","6","D",3537,1323
"601","VID_5490",2,"100111","272","11","19","D",1307,1415
"602","VID_11189",1,"6823","24","1","3","D",546,1606
"603","VID_8972",1,"469954","10035","313","8673","D",371,815
"604","VID_2139",2,"459371","2721","45","86","C",90,1042
"605","VID_15333",4,"1192302","805","239","272","E",497,753
"606","VID_7441",6,"85922","336","12","182","D",814,1671
"607","VID_4920",3,"22960","59","2","5","D",8803,994
"608","VID_23712",2,"977617","13677","933","1021","H",1476,485
"609","VID_6088",1,"29615","23","8","4","D",835,1631
"610","VID_8003",1,"16019","506","17","348","D",1232,1637
"611","VID_10487",1,"93782","236","32","461","D",845,760
"612","VID_9384",1,"2795","12","1","1","D",154,1795
"613","VID_8101",1,"33377","80","6","10","D",288,552
"614","VID_8379",3,"198886","303","78","25","D",8898,792
"615","VID_5707",3,"726395","906","64","16","D",452,1503
"616","VID_14438",1,"21506","47","9","6","D",130,1450
"617","VID_10887",1,"21589","118","1","2","D",219,1522
"618","VID_21527",6,"958508","3184","205","736","G",2908,667
"619","VID_22364",3,"733363","5737","173","304","G",229,784
"620","VID_14770",1,"988463","747","348","174","D",4156,553
"621","VID_15013",2,"3007988","F","F","168","D",230,1347
"622","VID_6681",104,"642393","896","85","26","D",102,1958
"623","VID_10922",17,"1001362","22189","718","10139","D",285,774
"624","VID_22650",22,"3742456","19460","704","1927","G",4379,2296
"625","VID_21118",12,"889947","970","240","138","G",8538,1262
"626","VID_580",20,"353475","983","41","36","B",927,1467
"627","VID_13772",3,"1149811","1352","572","155","D",512,1297
"628","VID_23642",1,"360555","1113","50","17","H",294,1348
"629","VID_3818",170,"5967838","2975","1261","126","D",192,1722
"630","VID_1486",1,"3071508","26548","423","2809","B",543,507
"631","VID_10150",3,"1931585","1368","453","161","D",5620,1198
"632","VID_13728",1,"35148","F","F","4","D",149,563
"633","VID_18634",48,"670576","6009","422","1231","F",287,673
"634","VID_14586",2,"158634","1093","29","95","D",1027,1186
"635","VID_17465",1,"1825123","720","282","75","E",178,2990
"636","VID_13146",35,"360501","700","42","38","D",411,2296
"637","VID_7112",1,"194042","661","62","189","D",407,927
"638","VID_18632",90,"2343661","18499","1086","2898","F",214,540
"639","VID_18735",2,"286","4","0","0","F",85,621
"640","VID_2715",1,"318993","7215","49","200","C",372,740
"641","VID_20437",1,"6020","32","3","15","G",289,1268
"642","VID_4268",3,"1335905","1410","174","50","D",60,1073
"643","VID_901",3,"8704","46","2","1","B",95,1942
"644","VID_15617",1,"99961","374","26","15","E",1505,435
"645","VID_13053",2,"143984","121","30","12","D",9052,613
"646","VID_16632",1,"269830","1819","80","112","E",663,1078
"647","VID_2618",7,"2012135","11843","1971","4637","C",364,635
"648","VID_2991",1,"69345","56","18","1","C",114,1137
"649","VID_4463",2,"493805","890","123","139","D",254,1554
"650","VID_21674",2279,"2671","5","0","0","G",248,466
"651","VID_8449",1,"6818","19","0","1","D",121,628
"652","VID_16348",7,"1711","4","0","0","E",16,718
"653","VID_15028",2,"203","0","0","0","D",212,1439
"654","VID_10853",1,"463","12","0","1","D",243,359
"655","VID_7801",14,"110048","182","11","12","D",1109,2770
"656","VID_8629",1,"2299","1","1","0","D",16,549
"657","VID_20617",3,"504577","3956","129","1483","G",36032,1905
"658","VID_20320",1,"109506","108","12","25","G",391,778
"659","VID_15871",1,"149868","32","51","0","E",944,1511
"660","VID_1270",250,"1618584","18302","366","3281","B",412,687
"661","VID_22323",107,"816","6","0","2","G",245,1135
"662","VID_16907",2,"57421","88","8","14","E",640,2466
"663","VID_11985",2,"1974","28","1","4","D",160,456
"664","VID_18861",3,"3839","60","0","2","F",61,554
"665","VID_11821",2,"860","11","0","10","D",273,1494
"666","VID_13003",2,"9558","20","6","0","D",952,1436
"667","VID_11322",3,"474358","2781","525","1812","D",97,1555
"668","VID_20752",1,"132946","1042","23","139","G",2959,984
"669","VID_19517",2,"1434301","8837","1011","895","G",3174,544
"670","VID_23402",1,"6234","31","3","1","H",320,1211
"671","VID_13425",3,"111523","535","39","44","D",104,395
"672","VID_3458",18,"945770","3040","194","142","D",497,2179
"673","VID_18683",1,"818181","7827","203","1088","F",558,644
"674","VID_1504",12,"612203","5152","458","1339","B",714,743
"675","VID_20381",3,"30900","358","9","8","G",323,504
"676","VID_3342",18,"438441","333","134","102","D",2388,1867
"677","VID_12244",28,"6083650","18903","2956","1544","D",234,772
"678","VID_20816",1,"3603150","17626","1083","336","G",397,1177
"679","VID_2128",1,"72836","202","10","3","C",144,965
"680","VID_21145",1,"17221","57","5","10","G",4274,1830
"681","VID_17102",4,"2520823","4855","3180","288","E",3306,398
"682","VID_15512",2,"229101","250","80","24","E",8660,1192
"683","VID_14208",1,"2431","11","1","0","D",151,1472
"684","VID_20817",1531,"224975","1743","392","190","G",261,378
"685","VID_23584",7,"953068","458","142","111","H",86,545
"686","VID_7576",2,"658257","556","124","53","D",137,798
"687","VID_11557",5,"114396","547","119","66","D",322,548
"688","VID_9124",1,"146866","131","19","1","D",69,644
"689","VID_9223",1,"38042","33","16","0","D",367,1363
"690","VID_19210",1,"76417","151","16","18","G",287,1395
"691","VID_3768",41,"1083804","1292","320","59","D",684,1731
"692","VID_23161",1,"239","0","0","0","H",1347,1284
"693","VID_23169",1,"167475","122","25","28","H",96,1340
"694","VID_8862",1,"669","0","0","0","D",80,1828
"695","VID_13098",1,"914","7","0","0","D",32,1634
"696","VID_20660",3,"2146751","2499","460","196","G",815,1543
"697","VID_18905",1,"211679","1342","47","221","F",241,862
"698","VID_20050",2,"662452","5557","73","236","G",429,936
"699","VID_11940",1,"4711588","25274","3654","1962","D",124,520
"700","VID_9581",2,"121","3","0","0","D",31,542
"701","VID_3801",35,"1224966","1672","148","53","D",179,1732
"702","VID_5897",3,"224589","130","24","12","D",166,583
"703","VID_5305",9,"147827","57","14","5","D",108,2049
"704","VID_14123",1,"176443","1588","25","102","D",484,991
"705","VID_7514",3,"59812","327","12","142","D",1237,1537
"706","VID_14314",4,"794566","1848","302","147","D",5571,1046
"707","VID_14149",2,"182616","292","10","6","D",36,1010
"708","VID_21799",1,"30579","644","5","66","G",248,1662
"709","VID_20141",4329,"4837","5","3","1","G",213,767
"710","VID_19866",3,"2333","8","1","1","G",634,2674
"711","VID_7054",1,"874141","1659","212","241","D",9948,986
"712","VID_22149",1,"1746080","3448","85","528","G",3529,1860
"713","VID_16075",1,"53907","32","27","11","E",5132,1044
"714","VID_5293",35,"851767","267","119","11","D",92,2268
"715","VID_19348",2,"138971","551","51","47","G",2476,1375
"716","VID_21541",1,"58196","127","7","7","G",312,696
"717","VID_1217",10,"2392130","26895","431","2832","B",405,596
"718","VID_9927",1,"74549","33","3","31","D",596,3433
"719","VID_20149",8,"3031333","9357","266","515","G",255,935
"720","VID_2960",23,"140148","494","23","88","C",331,2481
"721","VID_22064",22,"275262","1149","18","277","G",130,2708
"722","VID_12162",1,"76683","698","56","50","D",2013,882
"723","VID_650",1,"18007","92","5","10","B",981,972
"724","VID_2157",2,"49248","322","1","7","C",106,1091
"725","VID_18771",100,"56402","597","20","40","F",379,928
"726","VID_7047",23,"1914510","2801","498","318","D",7724,1017
"727","VID_7965",4909,"810060","2597","124","163","D",53,1897
"728","VID_10633",1,"9009","41","4","9","D",796,2038
"729","VID_15187",1,"279565","2079","28","59","E",372,784
"730","VID_5917",3,"395461","358","48","35","D",144,1815
"731","VID_17813",3,"10544","202","5","43","F",277,543
"732","VID_15035",1,"30835","209","5","15","D",233,1423
"733","VID_13407",30,"22053","243","12","46","D",152,599
"734","VID_781",1,"1326548","2736","124","205","B",413,568
"735","VID_11302",11,"266514","1709","254","965","D",142,1450
"736","VID_6482",1,"226147","741","27","33","D",352,2632
"737","VID_14252",1,"19901","559","8","22","D",636,587
"738","VID_15474",1,"2202","1","1","0","E",563,2116
"739","VID_12874",1,"35387","483","47","444","D",366,379
"740","VID_47",1,"253920","670","40","79","A",347,666
"741","VID_14883",2,"171764","2611","156","51","D",263,554
"742","VID_18358",2,"160562","1885","14","235","F",395,751
"743","VID_12707",4,"1639581","19691","3317","5627","D",387,570
"744","VID_3892",24,"6584151","2040","1516","90","D",159,983
"745","VID_7554",5,"1182272","10431","535","346","D",444,810
"746","VID_16295",4,"2740","15","2","1","E",28,371
"747","VID_7518",1,"23529","84","2","24","D",210,1762
"748","VID_823",1,"9963","65","2","4","B",185,1738
"749","VID_23146",2,"1289482","4051","634","260","H",308,696
"750","VID_4053",1,"102180","221","15","15","D",650,2653
"751","VID_15836",1,"43808","59","10","21","E",11210,1034
"752","VID_8779",2,"289122","734","114","22","D",1129,1712
"753","VID_16565",1,"144352","170","8","16","E",97,863
"754","VID_21904",12,"2238459","15128","278","396","G",211,739
"755","VID_16221",4,"3025248","7663","545","929","E",5225,1044
"756","VID_23687",3,"1009854","260","199","40","H",284,587
"757","VID_13064",1,"1186729","1152","295","96","D",9781,590
"758","VID_3630",5,"960475","621","391","73","D",2650,1552
"759","VID_14300",1,"361880","7123","469","3277","D",304,719
"760","VID_17565",27,"99841","1270","11","99","E",52,1423
"761","VID_8539",4,"397","0","0","1","D",38,411
"762","VID_1954",13,"750238","6013","600","517","B",291,668
"763","VID_2301",7,"493176","626","78","21","C",1000,1433
"764","VID_22029",2,"6500","71","27","12","G",228,1260
"765","VID_11326",1,"12250","F","F","F","D",287,1913
"766","VID_17030",2,"2850562","8733","1319","395","E",490,735
"767","VID_23242",2,"97133","F","F","11","H",3485,1071
"768","VID_15192",1,"455881","2975","35","95","E",606,472
"769","VID_10982",4,"2456930","21748","1393","5595","D",171,692
"770","VID_13705",2,"67541","691","19","66","D",363,594
"771","VID_4778",3,"4662","4","0","0","D",851,1467
"772","VID_10750",1,"49444","9","0","6","D",46,962
"773","VID_20016",3,"2276","3","0","0","G",332,1829
"774","VID_1309",4,"626951","6963","122","251","B",218,1499
