"","ad.vidid","ad_view"
"1247","VID_8690",5
"1248","VID_1266",34
"1249","VID_10199",77
"1250","VID_16287",76
"1251","VID_11285",46
"1252","VID_22078",72
"1253","VID_22632",27
"1254","VID_17811",72
"1255","VID_308",42
"1256","VID_8559",55
"1257","VID_13391",66
"1258","VID_23733",46
"1259","VID_12814",73
"1260","VID_7783",74
"1261","VID_11619",23
"1262","VID_4950",65
"1263","VID_17844",69
"1264","VID_15758",8
"1265","VID_20079",66
"1266","VID_10069",15
"1267","VID_15577",72
"1268","VID_9911",54
"1269","VID_17668",3
"1270","VID_22412",18
"1271","VID_20668",50
"1272","VID_5469",6
"1273","VID_3477",-2
"1274","VID_15324",66
"1275","VID_11267",26
"1276","VID_8597",75
"1277","VID_14548",45
"1278","VID_1194",44
"1279","VID_5600",78
"1280","VID_714",9
"1281","VID_15462",47
"1282","VID_17243",76
"1283","VID_2432",7
"1284","VID_12784",63
"1285","VID_4755",0
"1286","VID_12103",25
"1287","VID_5452",43
"1288","VID_1077",32
"1289","VID_13656",82
"1290","VID_23047",50
"1291","VID_2692",16
"1292","VID_20623",-226
"1293","VID_19418",55
"1294","VID_22232",82
"1295","VID_6574",65
"1296","VID_7327",52
"1297","VID_13579",69
"1298","VID_14575",13
"1299","VID_5813",65
"1300","VID_15008",51
"1301","VID_575",14
"1302","VID_20939",82
"1303","VID_1973",69
"1304","VID_6371",10
"1305","VID_14854",43
"1306","VID_14833",60
"1307","VID_21299",21
"1308","VID_16915",-23
"1309","VID_6309",65
"1310","VID_10230",75
"1311","VID_17533",14
"1312","VID_13445",49
"1313","VID_20091",53
"1314","VID_14734",43
"1315","VID_990",61
"1316","VID_1433",49
"1317","VID_17335",31
"1318","VID_9492",78
"1319","VID_16368",77
"1320","VID_21194",45
"1321","VID_7536",59
"1322","VID_11647",19
"1323","VID_22540",60
"1324","VID_12919",26
"1325","VID_8573",79
"1326","VID_332",32
"1327","VID_23679",46
"1328","VID_6675",74
"1329","VID_6431",56
"1330","VID_12138",11
"1331","VID_14674",24
"1332","VID_9043",42
"1333","VID_1427",56
"1334","VID_10326",15
"1335","VID_6121",30
"1336","VID_20413",55
"1337","VID_19785",19
"1338","VID_12681",76
"1339","VID_20531",37
"1340","VID_6356",43
"1341","VID_3790",15
"1342","VID_6591",7
"1343","VID_1798",75
"1344","VID_409",25
"1345","VID_11941",34
"1346","VID_22788",18
"1347","VID_9094",33
"1348","VID_7071",-25
"1349","VID_3436",25
"1350","VID_20475",81
"1351","VID_22614",33
"1352","VID_15108",38
"1353","VID_7007",-9
"1354","VID_18260",56
"1355","VID_10317",10
"1356","VID_21914",39
"1357","VID_8034",81
"1358","VID_9624",75
"1359","VID_9860",79
"1360","VID_609",55
"1361","VID_9013",50
"1362","VID_15684",25
"1363","VID_11353",7
"1364","VID_23124",35
"1365","VID_7717",74
"1366","VID_12993",81
"1367","VID_390",13
"1368","VID_2574",41
"1369","VID_9826",44
"1370","VID_20411",59
"1371","VID_13748",26
"1372","VID_22008",13
"1373","VID_23133",77
"1374","VID_18461",77
"1375","VID_13349",33
"1376","VID_8256",79
"1377","VID_10201",75
"1378","VID_773",47
"1379","VID_11020",40
"1380","VID_12745",29
"1381","VID_19425",1
"1382","VID_12029",21
"1383","VID_1907",56
"1384","VID_22849",68
"1385","VID_2714",46
"1386","VID_19918",63
"1387","VID_6134",18
"1388","VID_5853",62
"1389","VID_10963",60
"1390","VID_8466",56
"1391","VID_14189",74
"1392","VID_13934",23
"1393","VID_5932",19
"1394","VID_15673",-18
"1395","VID_7804",35
"1396","VID_3722",58
"1397","VID_19906",79
"1398","VID_3043",17
"1399","VID_1513",66
"1400","VID_2110",41
"1401","VID_17568",18
"1402","VID_11373",7
"1403","VID_22316",31
"1404","VID_15689",0
"1405","VID_22380",53
"1406","VID_6587",39
"1407","VID_7533",68
"1408","VID_15710",9
"1409","VID_821",65
"1410","VID_13807",44
"1411","VID_12586",67
"1412","VID_7625",34
"1413","VID_22652",40
"1414","VID_9901",73
"1415","VID_21380",33
"1416","VID_7879",75
"1417","VID_15339",18
"1418","VID_10163",81
"1419","VID_20937",50
"1420","VID_21929",38
"1421","VID_19609",17
"1422","VID_64",11
"1423","VID_17238",47
"1424","VID_9551",75
"1425","VID_9804",77
"1426","VID_4537",13
"1427","VID_10869",78
"1428","VID_22949",79
"1429","VID_7384",0
"1430","VID_15761",1
"1431","VID_3571",54
"1432","VID_8563",69
"1433","VID_16120",1
"1434","VID_11440",56
"1435","VID_3480",54
"1436","VID_4673",32
"1437","VID_4063",79
"1438","VID_16045",-31
"1439","VID_2318",56
"1440","VID_21811",36
"1441","VID_685",60
"1442","VID_18512",54
"1443","VID_21188",23
"1444","VID_16896",69
"1445","VID_4347",26
"1446","VID_2525",-10
"1447","VID_20174",16
"1448","VID_7525",61
"1449","VID_6181",55
"1450","VID_8939",23
"1451","VID_6809",71
"1452","VID_16279",76
"1453","VID_2836",61
"1454","VID_19921",70
"1455","VID_10241",77
"1456","VID_5180",64
"1457","VID_7716",29
"1458","VID_5583",54
"1459","VID_12564",60
"1460","VID_2866",77
"1461","VID_3702",60
"1462","VID_10224",81
"1463","VID_19132",29
"1464","VID_16745",79
"1465","VID_9703",1
"1466","VID_9081",51
"1467","VID_14978",34
"1468","VID_20905",-27
"1469","VID_18935",74
"1470","VID_21108",49
"1471","VID_18493",71
"1472","VID_8814",8
"1473","VID_7192",60
"1474","VID_7355",32
"1475","VID_2617",66
"1476","VID_22856",44
"1477","VID_2794",24
"1478","VID_3468",3
"1479","VID_17472",25
"1480","VID_13767",60
"1481","VID_17302",77
"1482","VID_22238",14
"1483","VID_23200",10
"1484","VID_14721",78
"1485","VID_13902",49
"1486","VID_2880",58
"1487","VID_23371",69
"1488","VID_13147",-17
"1489","VID_16856",12
"1490","VID_7893",65
"1491","VID_4230",65
"1492","VID_9663",72
"1493","VID_22068",22
"1494","VID_3623",23
"1495","VID_14520",-5
"1496","VID_3215",0
"1497","VID_12263",66
"1498","VID_20214",51
"1499","VID_2926",74
"1500","VID_13776",8
"1501","VID_16270",81
"1502","VID_1102",65
"1503","VID_2656",57
"1504","VID_17831",34
"1505","VID_17518",68
"1506","VID_20006",77
"1507","VID_4357",52
"1508","VID_5530",59
"1509","VID_2286",54
"1510","VID_3113",39
"1511","VID_2569",21
"1512","VID_17384",41
"1513","VID_14754",25
"1514","VID_12427",61
"1515","VID_7113",40
"1516","VID_10799",47
"1517","VID_6332",75
"1518","VID_13405",43
"1519","VID_4411",69
"1520","VID_5731",25
"1521","VID_16584",70
"1522","VID_4568",16
"1523","VID_3575",16
"1524","VID_15944",9
"1525","VID_15417",49
"1526","VID_5761",37
"1527","VID_11243",21
"1528","VID_362",69
"1529","VID_8932",19
"1530","VID_22733",73
"1531","VID_793",61
"1532","VID_10956",71
"1533","VID_4422",61
"1534","VID_10549",78
"1535","VID_3939",44
"1536","VID_19790",59
"1537","VID_18850",37
"1538","VID_13900",27
"1539","VID_14794",75
"1540","VID_19774",40
"1541","VID_12857",29
"1542","VID_17928",13
"1543","VID_3372",75
"1544","VID_15175",62
"1545","VID_4571",81
"1546","VID_7559",81
"1547","VID_21354",73
"1548","VID_10061",58
"1549","VID_7537",19
"1550","VID_3488",53
"1551","VID_13611",16
"1552","VID_6878",39
"1553","VID_4973",15
"1554","VID_13113",60
"1555","VID_5266",45
"1556","VID_4629",20
"1557","VID_11240",35
"1558","VID_20165",59
"1559","VID_6081",80
"1560","VID_16533",-39
"1561","VID_15917",75
"1562","VID_9570",49
"1563","VID_11907",44
"1564","VID_23040",79
"1565","VID_23418",32
"1566","VID_3402",10
"1567","VID_784",55
"1568","VID_9459",62
"1569","VID_14437",25
"1570","VID_11004",63
"1571","VID_18896",56
"1572","VID_10256",81
"1573","VID_17618",74
"1574","VID_22331",69
"1575","VID_3752",24
"1576","VID_12128",19
"1577","VID_5781",31
"1578","VID_22852",39
"1579","VID_3982",55
"1580","VID_12789",28
"1581","VID_10045",48
"1582","VID_16750",58
"1583","VID_4877",41
"1584","VID_21679",55
"1585","VID_4105",63
"1586","VID_10655",48
"1587","VID_17768",70
"1588","VID_2849",34
"1589","VID_3663",58
"1590","VID_4544",55
"1591","VID_2207",49
"1592","VID_7078",-14
"1593","VID_13144",30
"1594","VID_4884",-45
"1595","VID_852",47
"1596","VID_12131",43
"1597","VID_16562",78
"1598","VID_9009",40
"1599","VID_13487",59
"1600","VID_14576",59
"1601","VID_16832",75
"1602","VID_17985",43
"1603","VID_21569",52
"1604","VID_4951",21
"1605","VID_18135",65
"1606","VID_1962",54
"1607","VID_23091",24
"1608","VID_23077",75
"1609","VID_9672",73
"1610","VID_20332",42
"1611","VID_4113",38
"1612","VID_6555",19
"1613","VID_6209",10
"1614","VID_23570",52
"1615","VID_14917",42
"1616","VID_17109",1
"1617","VID_6136",55
"1618","VID_3040",49
"1619","VID_9886",77
"1620","VID_18657",33
"1621","VID_2394",29
"1622","VID_1352",56
"1623","VID_8297",44
"1624","VID_10112",73
"1625","VID_4262",52
"1626","VID_10461",49
"1627","VID_1952",38
"1628","VID_10504",19
"1629","VID_10590",69
"1630","VID_18256",54
"1631","VID_19145",17
"1632","VID_20784",55
"1633","VID_448",45
"1634","VID_6293",44
"1635","VID_4462",12
"1636","VID_6650",76
"1637","VID_11002",60
"1638","VID_17404",19
"1639","VID_2118",42
"1640","VID_3642",77
"1641","VID_7963",79
"1642","VID_1340",37
"1643","VID_6769",59
"1644","VID_23631",79
"1645","VID_21726",53
"1646","VID_11721",18
"1647","VID_1553",55
"1648","VID_541",72
"1649","VID_2429",1
"1650","VID_13505",7
"1651","VID_23404",42
"1652","VID_6298",16
"1653","VID_13722",80
"1654","VID_19086",31
"1655","VID_19421",45
"1656","VID_3997",17
"1657","VID_5230",58
"1658","VID_14597",44
"1659","VID_22282",30
"1660","VID_3986",77
"1661","VID_13078",63
"1662","VID_5677",15
"1663","VID_7886",45
"1664","VID_20821",43
"1665","VID_13253",36
"1666","VID_3632",47
"1667","VID_15975",11
"1668","VID_22577",44
"1669","VID_15223",23
"1670","VID_11245",14
"1671","VID_1802",54
"1672","VID_7434",3
"1673","VID_11313",29
"1674","VID_2900",73
"1675","VID_106",23
"1676","VID_9784",39
"1677","VID_15561",46
"1678","VID_20893",-8
"1679","VID_4174",59
"1680","VID_1295",46
"1681","VID_701",23
"1682","VID_13718",62
"1683","VID_15384",20
"1684","VID_7332",-52
"1685","VID_21757",19
"1686","VID_16022",22
"1687","VID_16236",14
"1688","VID_4337",16
"1689","VID_20636",-238
"1690","VID_639",13
"1691","VID_3511",54
"1692","VID_5508",71
"1693","VID_6281",26
"1694","VID_15053",68
"1695","VID_3435",67
"1696","VID_8616",11
"1697","VID_14044",30
"1698","VID_6493",20
"1699","VID_3158",42
"1700","VID_10253",77
"1701","VID_3001",26
"1702","VID_20951",19
"1703","VID_5750",56
"1704","VID_11466",72
"1705","VID_9642",39
"1706","VID_15556",-44
"1707","VID_14167",65
"1708","VID_16180",6
"1709","VID_5456",42
"1710","VID_926",71
"1711","VID_16685",65
"1712","VID_14228",47
"1713","VID_14720",74
"1714","VID_18717",43
"1715","VID_10635",79
"1716","VID_20840",30
"1717","VID_3096",69
"1718","VID_3244",-4
"1719","VID_21373",47
"1720","VID_5533",53
"1721","VID_4549",74
"1722","VID_22471",-12
"1723","VID_3835",23
"1724","VID_17761",74
"1725","VID_5721",23
"1726","VID_510",51
"1727","VID_19978",50
"1728","VID_15191",29
"1729","VID_17998",51
"1730","VID_23349",54
"1731","VID_13271",75
"1732","VID_16457",49
"1733","VID_21777",36
"1734","VID_6416",74
"1735","VID_11087",27
"1736","VID_7437",65
"1737","VID_22835",37
"1738","VID_8283",49
"1739","VID_13522",71
"1740","VID_7611",44
"1741","VID_8984",68
"1742","VID_10628",54
"1743","VID_9849",74
"1744","VID_1968",74
"1745","VID_11578",15
"1746","VID_2237",38
"1747","VID_15132",53
"1748","VID_12746",52
"1749","VID_3130",20
"1750","VID_9593",75
"1751","VID_10652",79
"1752","VID_14015",77
"1753","VID_7116",29
"1754","VID_19028",63
"1755","VID_17430",60
"1756","VID_21788",49
"1757","VID_15831",28
"1758","VID_5942",30
"1759","VID_15029",76
"1760","VID_4352",47
"1761","VID_21653",80
"1762","VID_6190",17
"1763","VID_7095",29
"1764","VID_2485",64
"1765","VID_6437",57
"1766","VID_11325",47
"1767","VID_13363",9
"1768","VID_6398",36
"1769","VID_10189",60
"1770","VID_18253",68
"1771","VID_15829",-7
"1772","VID_12349",55
"1773","VID_11887",76
"1774","VID_22327",60
"1775","VID_10815",77
"1776","VID_1776",51
"1777","VID_3175",1
"1778","VID_21068",77
"1779","VID_7316",68
"1780","VID_21999",70
"1781","VID_19345",-13
"1782","VID_3700",26
"1783","VID_7802",58
"1784","VID_2126",43
"1785","VID_1254",69
"1786","VID_18091",12
"1787","VID_323",44
"1788","VID_605",36
"1789","VID_22819",57
"1790","VID_6178",25
"1791","VID_20098",74
"1792","VID_18451",17
"1793","VID_21177",55
"1794","VID_6010",64
"1795","VID_21931",21
"1796","VID_14297",32
"1797","VID_19770",7
"1798","VID_18120",17
"1799","VID_1563",24
"1800","VID_976",32
"1801","VID_5235",48
"1802","VID_4540",28
"1803","VID_17883",74
"1804","VID_16527",76
"1805","VID_1118",46
"1806","VID_22359",50
"1807","VID_10076",24
"1808","VID_654",38
"1809","VID_15065",59
"1810","VID_16385",61
"1811","VID_767",59
"1812","VID_18898",29
"1813","VID_11910",14
"1814","VID_11880",59
"1815","VID_23174",31
"1816","VID_6947",80
"1817","VID_23593",47
"1818","VID_20704",18
"1819","VID_6935",61
"1820","VID_19859",75
"1821","VID_6578",36
"1822","VID_9747",74
"1823","VID_13132",75
"1824","VID_8734",24
"1825","VID_22732",50
"1826","VID_18516",55
"1827","VID_1949",27
"1828","VID_22124",31
"1829","VID_8310",73
"1830","VID_14424",61
"1831","VID_18895",69
"1832","VID_13210",32
"1833","VID_14732",15
"1834","VID_6603",52
"1835","VID_19754",57
"1836","VID_9276",69
"1837","VID_6369",68
"1838","VID_12207",75
"1839","VID_11183",37
"1840","VID_18547",37
"1841","VID_12303",33
"1842","VID_1587",34
"1843","VID_22246",71
"1844","VID_16300",71
"1845","VID_4282",58
"1846","VID_12064",16
"1847","VID_20842",10
"1848","VID_21172",71
"1849","VID_4541",58
"1850","VID_12477",57
"1851","VID_18127",34
"1852","VID_1502",55
"1853","VID_18016",66
"1854","VID_10950",62
"1855","VID_11735",-30
"1856","VID_11959",76
"1857","VID_20482",44
"1858","VID_5816",69
"1859","VID_7301",30
"1860","VID_226",12
"1861","VID_20856",29
"1862","VID_5107",28
"1863","VID_11678",67
"1864","VID_23497",63
"1865","VID_6797",9
"1866","VID_22106",71
"1867","VID_10151",64
"1868","VID_6725",39
"1869","VID_2435",7
"1870","VID_17908",48
"1871","VID_454",48
"1872","VID_23067",53
"1873","VID_21609",34
"1874","VID_3253",47
"1875","VID_5935",15
"1876","VID_1568",70
"1877","VID_14804",65
"1878","VID_22087",80
"1879","VID_9497",79
"1880","VID_4592",16
"1881","VID_5831",69
"1882","VID_11356",7
"1883","VID_17667",-5
"1884","VID_13649",32
"1885","VID_7974",57
"1886","VID_6013",16
"1887","VID_4389",31
"1888","VID_19030",61
"1889","VID_832",69
"1890","VID_14244",31
"1891","VID_282",57
"1892","VID_17406",-3
"1893","VID_12603",54
"1894","VID_4580",80
"1895","VID_9481",77
"1896","VID_22005",12
"1897","VID_20093",70
"1898","VID_3816",73
"1899","VID_12403",48
"1900","VID_16868",35
"1901","VID_11701",77
"1902","VID_16884",72
"1903","VID_7812",24
"1904","VID_1655",76
"1905","VID_21729",64
"1906","VID_6951",79
"1907","VID_17539",57
"1908","VID_2956",17
"1909","VID_10006",13
"1910","VID_14881",74
"1911","VID_1138",23
"1912","VID_14030",38
"1913","VID_3201",-4
"1914","VID_17876",75
"1915","VID_20857",30
"1916","VID_2154",55
"1917","VID_5544",-8
"1918","VID_10712",75
"1919","VID_6910",60
"1920","VID_2882",54
"1921","VID_15719",45
"1922","VID_2706",53
"1923","VID_143",42
"1924","VID_10659",76
"1925","VID_22669",71
"1926","VID_3256",58
"1927","VID_18252",50
"1928","VID_137",49
"1929","VID_8672",81
"1930","VID_12118",38
"1931","VID_6922",47
"1932","VID_17178",17
"1933","VID_4557",-1
"1934","VID_8160",-1
"1935","VID_6384",32
"1936","VID_23225",31
"1937","VID_17567",71
"1938","VID_3948",62
"1939","VID_9140",52
"1940","VID_7953",77
"1941","VID_11092",52
"1942","VID_1181",36
"1943","VID_8841",73
"1944","VID_1656",74
"1945","VID_1754",58
"1946","VID_9938",40
"1947","VID_14679",34
"1948","VID_19110",26
"1949","VID_17072",42
"1950","VID_18196",57
"1951","VID_14429",69
"1952","VID_20829",71
"1953","VID_1727",58
"1954","VID_4614",78
"1955","VID_16758",36
"1956","VID_44",41
"1957","VID_15213",71
"1958","VID_1709",54
"1959","VID_5094",18
"1960","VID_15523",12
"1961","VID_14180",51
"1962","VID_17357",30
"1963","VID_23027",75
"1964","VID_9263",68
"1965","VID_739",20
"1966","VID_4921",15
"1967","VID_12691",6
"1968","VID_3569",53
"1969","VID_5953",19
"1970","VID_21747",-15
"1971","VID_9598",56
"1972","VID_176",26
"1973","VID_19040",65
"1974","VID_6705",80
"1975","VID_21343",58
"1976","VID_4162",36
"1977","VID_22679",29
"1978","VID_19508",11
"1979","VID_2131",-9
"1980","VID_9655",74
"1981","VID_4729",52
"1982","VID_21712",76
"1983","VID_23591",62
"1984","VID_1571",51
"1985","VID_19048",65
"1986","VID_10794",76
"1987","VID_8462",58
"1988","VID_7572",61
"1989","VID_19660",58
"1990","VID_10977",31
"1991","VID_18270",59
"1992","VID_10621",45
"1993","VID_20459",17
"1994","VID_8902",24
"1995","VID_8879",61
"1996","VID_23588",38
"1997","VID_21748",44
"1998","VID_17517",42
"1999","VID_17678",50
"2000","VID_12011",18
"2001","VID_21869",62
"2002","VID_7035",-40
"2003","VID_915",77
"2004","VID_3330",10
"2005","VID_21146",-12
"2006","VID_5812",77
"2007","VID_21236",73
"2008","VID_19792",77
"2009","VID_11920",64
"2010","VID_8060",18
"2011","VID_11201",28
"2012","VID_4814",51
"2013","VID_2255",70
"2014","VID_1557",74
"2015","VID_4517",48
"2016","VID_1847",59
"2017","VID_12468",27
"2018","VID_17563",64
"2019","VID_6092",72
"2020","VID_8505",71
"2021","VID_3145",9
"2022","VID_4523",43
"2023","VID_5572",54
"2024","VID_15622",35
"2025","VID_23664",53
"2026","VID_1199",27
"2027","VID_20859",20
"2028","VID_20219",17
"2029","VID_14843",52
"2030","VID_10143",52
"2031","VID_18589",11
"2032","VID_12417",25
"2033","VID_13581",24
"2034","VID_3415",58
"2035","VID_17443",20
"2036","VID_4628",-35
"2037","VID_2661",52
"2038","VID_7209",16
"2039","VID_7870",72
"2040","VID_17045",52
"2041","VID_20063",33
"2042","VID_11909",23
"2043","VID_17225",71
"2044","VID_14680",33
"2045","VID_7326",40
"2046","VID_15140",70
"2047","VID_2324",41
"2048","VID_2936",76
